Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW);flag_ignore
2022-09-25T21:30:00+02:00;2022-09-25;21:30;28;Normandie;;;;;;2501;Consolidé;;non
2022-09-25T23:30:00+02:00;2022-09-25;23:30;28;Normandie;;;;;;2465;Consolidé;;non
2022-09-26T00:00:00+02:00;2022-09-26;00:00;28;Normandie;3747;Redressé;;;3747;2365;Consolidé;6112;non
2022-09-26T06:00:00+02:00;2022-09-26;06:00;28;Normandie;4063;Redressé;;;4063;2476;Consolidé;6539;non
2022-09-26T13:00:00+02:00;2022-09-26;13:00;28;Normandie;4063;Redressé;;;4063;3000;Consolidé;7063;non
2022-09-26T13:30:00+02:00;2022-09-26;13:30;28;Normandie;;;;;;2988;Consolidé;;non
2022-09-26T14:30:00+02:00;2022-09-26;14:30;28;Normandie;;;;;;2806;Consolidé;;non
2022-09-26T15:00:00+02:00;2022-09-26;15:00;28;Normandie;3971;Redressé;;;3971;2723;Consolidé;6694;non
2022-09-26T16:00:00+02:00;2022-09-26;16:00;28;Normandie;3937;Redressé;;;3937;2704;Consolidé;6641;non
2022-09-26T16:30:00+02:00;2022-09-26;16:30;28;Normandie;;;;;;2212;Consolidé;;non
2022-09-26T19:30:00+02:00;2022-09-26;19:30;28;Normandie;;;;;;2948;Consolidé;;non
2022-09-26T21:00:00+02:00;2022-09-26;21:00;28;Normandie;3928;Redressé;;;3928;2888;Consolidé;6816;non
2022-09-27T00:00:00+02:00;2022-09-27;00:00;28;Normandie;3628;Redressé;;;3628;2613;Consolidé;6241;non
2022-09-27T02:30:00+02:00;2022-09-27;02:30;28;Normandie;;;;;;2276;Consolidé;;non
2022-09-27T14:00:00+02:00;2022-09-27;14:00;28;Normandie;3952;Redressé;;;3952;2862;Consolidé;6814;non
2022-09-27T14:30:00+02:00;2022-09-27;14:30;28;Normandie;;;;;;2813;Consolidé;;non
2022-09-27T15:00:00+02:00;2022-09-27;15:00;28;Normandie;3913;Redressé;;;3913;2739;Consolidé;6652;non
2022-09-27T16:30:00+02:00;2022-09-27;16:30;28;Normandie;;;;;;2733;Consolidé;;non
2022-09-27T17:00:00+02:00;2022-09-27;17:00;28;Normandie;3926;Redressé;;;3926;2716;Consolidé;6642;non
2022-09-27T19:00:00+02:00;2022-09-27;19:00;28;Normandie;4088;Redressé;;;4088;2977;Consolidé;7065;non
2022-09-27T19:30:00+02:00;2022-09-27;19:30;28;Normandie;;;;;;3005;Consolidé;;non
2022-09-27T23:00:00+02:00;2022-09-27;23:00;28;Normandie;3643;Redressé;;;3643;2813;Consolidé;6456;non
2022-09-28T00:30:00+02:00;2022-09-28;00:30;28;Normandie;;;;;;2410;Consolidé;;non
2022-09-28T03:00:00+02:00;2022-09-28;03:00;28;Normandie;3506;Redressé;;;3506;2243;Consolidé;5749;non
2022-09-28T06:00:00+02:00;2022-09-28;06:00;28;Normandie;4121;Redressé;;;4121;2596;Consolidé;6717;non
2022-09-28T09:30:00+02:00;2022-09-28;09:30;28;Normandie;;;;;;2952;Consolidé;;non
2022-09-29T03:00:00+02:00;2022-09-29;03:00;28;Normandie;3465;Redressé;;;3465;2305;Consolidé;5770;non
2022-09-29T04:30:00+02:00;2022-09-29;04:30;28;Normandie;;;;;;2346;Consolidé;;non
2022-09-29T06:00:00+02:00;2022-09-29;06:00;28;Normandie;4107;Redressé;;;4107;2583;Consolidé;6690;non
2022-09-29T09:30:00+02:00;2022-09-29;09:30;28;Normandie;;;;;;2919;Consolidé;;non
2022-09-29T12:30:00+02:00;2022-09-29;12:30;28;Normandie;;;;;;2860;Consolidé;;non
2022-09-29T13:00:00+02:00;2022-09-29;13:00;28;Normandie;3669;Redressé;;;3669;2786;Consolidé;6455;non
2022-09-29T15:30:00+02:00;2022-09-29;15:30;28;Normandie;;;;;;2606;Consolidé;;non
2022-09-29T19:30:00+02:00;2022-09-29;19:30;28;Normandie;;;;;;2853;Consolidé;;non
2022-09-30T04:00:00+02:00;2022-09-30;04:00;28;Normandie;2921;Redressé;;;2921;2285;Consolidé;5206;non
2022-09-30T04:30:00+02:00;2022-09-30;04:30;28;Normandie;;;;;;2384;Consolidé;;non
2022-09-30T08:30:00+02:00;2022-09-30;08:30;28;Normandie;;;;;;3002;Consolidé;;non
2022-09-30T09:30:00+02:00;2022-09-30;09:30;28;Normandie;;;;;;2969;Consolidé;;non
2022-09-30T12:00:00+02:00;2022-09-30;12:00;28;Normandie;3477;Redressé;;;3477;2958;Consolidé;6435;non
2022-09-30T12:30:00+02:00;2022-09-30;12:30;28;Normandie;;;;;;2923;Consolidé;;non
2022-09-30T13:30:00+02:00;2022-09-30;13:30;28;Normandie;;;;;;2672;Consolidé;;non
2022-09-30T15:00:00+02:00;2022-09-30;15:00;28;Normandie;3263;Redressé;;;3263;2573;Consolidé;5836;non
2022-09-30T15:30:00+02:00;2022-09-30;15:30;28;Normandie;;;;;;2416;Consolidé;;non
2022-09-30T16:30:00+02:00;2022-09-30;16:30;28;Normandie;;;;;;2535;Consolidé;;non
2022-09-30T20:30:00+02:00;2022-09-30;20:30;28;Normandie;;;;;;2645;Consolidé;;non
2022-10-01T07:00:00+02:00;2022-10-01;07:00;28;Normandie;3193;Redressé;;;3193;2181;Consolidé;5374;non
2022-10-01T08:30:00+02:00;2022-10-01;08:30;28;Normandie;;;;;;2722;Consolidé;;non
2022-10-01T09:00:00+02:00;2022-10-01;09:00;28;Normandie;3175;Redressé;;;3175;2344;Consolidé;5519;non
2022-10-01T10:30:00+02:00;2022-10-01;10:30;28;Normandie;;;;;;2294;Consolidé;;non
2022-10-01T11:00:00+02:00;2022-10-01;11:00;28;Normandie;3351;Redressé;;;3351;2344;Consolidé;5695;non
2022-10-01T19:30:00+02:00;2022-10-01;19:30;28;Normandie;;;;;;2593;Consolidé;;non
2022-10-01T20:00:00+02:00;2022-10-01;20:00;28;Normandie;3211;Redressé;;;3211;2231;Consolidé;5442;non
2022-10-01T21:00:00+02:00;2022-10-01;21:00;28;Normandie;3138;Redressé;;;3138;2326;Consolidé;5464;non
2022-10-01T21:30:00+02:00;2022-10-01;21:30;28;Normandie;;;;;;2247;Consolidé;;non
2022-10-02T00:00:00+02:00;2022-10-02;00:00;28;Normandie;2774;Redressé;;;2774;2234;Consolidé;5008;non
2022-10-02T03:30:00+02:00;2022-10-02;03:30;28;Normandie;;;;;;1757;Consolidé;;non
2022-10-02T04:00:00+02:00;2022-10-02;04:00;28;Normandie;2942;Redressé;;;2942;1815;Consolidé;4757;non
2022-10-02T05:00:00+02:00;2022-10-02;05:00;28;Normandie;3127;Redressé;;;3127;1802;Consolidé;4929;non
2022-10-02T09:30:00+02:00;2022-10-02;09:30;28;Normandie;;;;;;2506;Consolidé;;non
2022-10-02T12:30:00+02:00;2022-10-02;12:30;28;Normandie;;;;;;2233;Consolidé;;non
2022-10-02T14:00:00+02:00;2022-10-02;14:00;28;Normandie;2813;Redressé;;;2813;2155;Consolidé;4968;non
2022-10-02T14:30:00+02:00;2022-10-02;14:30;28;Normandie;;;;;;2291;Consolidé;;non
2022-10-02T16:00:00+02:00;2022-10-02;16:00;28;Normandie;2756;Redressé;;;2756;2002;Consolidé;4758;non
2022-10-02T16:30:00+02:00;2022-10-02;16:30;28;Normandie;;;;;;1574;Consolidé;;non
2022-10-02T20:30:00+02:00;2022-10-02;20:30;28;Normandie;;;;;;2056;Consolidé;;non
2022-10-02T22:00:00+02:00;2022-10-02;22:00;28;Normandie;3139;Redressé;;;3139;2525;Consolidé;5664;non
2022-10-02T23:00:00+02:00;2022-10-02;23:00;28;Normandie;3084;Redressé;;;3084;2423;Consolidé;5507;non
2022-10-02T23:30:00+02:00;2022-10-02;23:30;28;Normandie;;;;;;2600;Consolidé;;non
2022-10-03T00:30:00+02:00;2022-10-03;00:30;28;Normandie;;;;;;2483;Consolidé;;non
2022-10-03T01:30:00+02:00;2022-10-03;01:30;28;Normandie;;;;;;2191;Consolidé;;non
2022-10-03T06:00:00+02:00;2022-10-03;06:00;28;Normandie;3532;Redressé;;;3532;2326;Consolidé;5858;non
2022-10-03T07:30:00+02:00;2022-10-03;07:30;28;Normandie;;;;;;2639;Consolidé;;non
2022-10-03T08:00:00+02:00;2022-10-03;08:00;28;Normandie;3581;Redressé;;;3581;2723;Consolidé;6304;non
2022-10-03T16:30:00+02:00;2022-10-03;16:30;28;Normandie;;;;;;2611;Consolidé;;non
2022-10-04T01:30:00+02:00;2022-10-04;01:30;28;Normandie;;;;;;2244;Consolidé;;non
2022-10-04T05:00:00+02:00;2022-10-04;05:00;28;Normandie;2925;Redressé;;;2925;2245;Consolidé;5170;non
2022-10-04T05:30:00+02:00;2022-10-04;05:30;28;Normandie;;;;;;2394;Consolidé;;non
2022-10-04T06:00:00+02:00;2022-10-04;06:00;28;Normandie;3667;Redressé;;;3667;2537;Consolidé;6204;non
2022-10-04T13:30:00+02:00;2022-10-04;13:30;28;Normandie;;;;;;2672;Consolidé;;non
2022-10-04T18:00:00+02:00;2022-10-04;18:00;28;Normandie;3035;Redressé;;;3035;2634;Consolidé;5669;non
2022-10-04T18:30:00+02:00;2022-10-04;18:30;28;Normandie;;;;;;2757;Consolidé;;non
2022-10-04T19:30:00+02:00;2022-10-04;19:30;28;Normandie;;;;;;2788;Consolidé;;non
2022-10-04T20:00:00+02:00;2022-10-04;20:00;28;Normandie;3000;Redressé;;;3000;2676;Consolidé;5676;non
2022-10-04T21:00:00+02:00;2022-10-04;21:00;28;Normandie;2901;Redressé;;;2901;2692;Consolidé;5593;non
2022-10-04T22:00:00+02:00;2022-10-04;22:00;28;Normandie;2747;Redressé;;;2747;2724;Consolidé;5471;non
2022-10-04T22:30:00+02:00;2022-10-04;22:30;28;Normandie;;;;;;2596;Consolidé;;non
2022-10-04T23:30:00+02:00;2022-10-04;23:30;28;Normandie;;;;;;2427;Consolidé;;non
2022-10-05T05:30:00+02:00;2022-10-05;05:30;28;Normandie;;;;;;2288;Consolidé;;non
2022-10-05T08:30:00+02:00;2022-10-05;08:30;28;Normandie;;;;;;2647;Consolidé;;non
2022-10-05T11:00:00+02:00;2022-10-05;11:00;28;Normandie;3132;Redressé;;;3132;2753;Consolidé;5885;non
2022-10-05T12:30:00+02:00;2022-10-05;12:30;28;Normandie;;;;;;2683;Consolidé;;non
2022-10-05T14:30:00+02:00;2022-10-05;14:30;28;Normandie;;;;;;2538;Consolidé;;non
2022-10-05T17:30:00+02:00;2022-10-05;17:30;28;Normandie;;;;;;2147;Consolidé;;non
2022-06-18T18:00:00+02:00;2022-06-18;18:00;28;Normandie;2868;Redressé;;;2868;2402;Consolidé;5270;non
2022-06-18T19:30:00+02:00;2022-06-18;19:30;28;Normandie;;;;;;2323;Consolidé;;non
2022-06-18T20:00:00+02:00;2022-06-18;20:00;28;Normandie;2911;Redressé;;;2911;2343;Consolidé;5254;non
2022-06-18T23:00:00+02:00;2022-06-18;23:00;28;Normandie;2972;Redressé;;;2972;2520;Consolidé;5492;non
2022-06-19T05:00:00+02:00;2022-06-19;05:00;28;Normandie;3201;Redressé;;;3201;1938;Consolidé;5139;non
2022-06-19T19:00:00+02:00;2022-06-19;19:00;28;Normandie;3198;Redressé;;;3198;2300;Consolidé;5498;non
2022-06-19T20:30:00+02:00;2022-06-19;20:30;28;Normandie;;;;;;2326;Consolidé;;non
2022-06-19T22:00:00+02:00;2022-06-19;22:00;28;Normandie;3143;Redressé;;;3143;2587;Consolidé;5730;non
2022-06-20T00:00:00+02:00;2022-06-20;00:00;28;Normandie;3215;Redressé;;;3215;2405;Consolidé;5620;non
2022-06-20T00:30:00+02:00;2022-06-20;00:30;28;Normandie;;;;;;2229;Consolidé;;non
2022-06-20T02:00:00+02:00;2022-06-20;02:00;28;Normandie;3070;Redressé;;;3070;2056;Consolidé;5126;non
2022-06-20T05:00:00+02:00;2022-06-20;05:00;28;Normandie;3167;Redressé;;;3167;2078;Consolidé;5245;non
2022-06-20T09:00:00+02:00;2022-06-20;09:00;28;Normandie;3669;Redressé;;;3669;2695;Consolidé;6364;non
2022-06-20T12:00:00+02:00;2022-06-20;12:00;28;Normandie;3575;Redressé;;;3575;2985;Consolidé;6560;non
2022-06-20T16:30:00+02:00;2022-06-20;16:30;28;Normandie;;;;;;2569;Consolidé;;non
2022-06-20T17:00:00+02:00;2022-06-20;17:00;28;Normandie;3285;Redressé;;;3285;2535;Consolidé;5820;non
2022-06-21T02:30:00+02:00;2022-06-21;02:30;28;Normandie;;;;;;2336;Consolidé;;non
2022-06-21T07:00:00+02:00;2022-06-21;07:00;28;Normandie;3826;Redressé;;;3826;2575;Consolidé;6401;non
2022-06-21T08:00:00+02:00;2022-06-21;08:00;28;Normandie;3796;Redressé;;;3796;2703;Consolidé;6499;non
2022-06-21T10:00:00+02:00;2022-06-21;10:00;28;Normandie;3541;Redressé;;;3541;2801;Consolidé;6342;non
2022-06-21T13:00:00+02:00;2022-06-21;13:00;28;Normandie;3619;Redressé;;;3619;2782;Consolidé;6401;non
2022-06-21T17:00:00+02:00;2022-06-21;17:00;28;Normandie;3355;Redressé;;;3355;2618;Consolidé;5973;non
2022-06-21T17:30:00+02:00;2022-06-21;17:30;28;Normandie;;;;;;2712;Consolidé;;non
2022-06-21T21:30:00+02:00;2022-06-21;21:30;28;Normandie;;;;;;2656;Consolidé;;non
2022-06-21T22:00:00+02:00;2022-06-21;22:00;28;Normandie;3303;Redressé;;;3303;2776;Consolidé;6079;non
2022-06-21T23:30:00+02:00;2022-06-21;23:30;28;Normandie;;;;;;2355;Consolidé;;non
2022-06-22T01:00:00+02:00;2022-06-22;01:00;28;Normandie;3130;Redressé;;;3130;2421;Consolidé;5551;non
2022-06-22T04:30:00+02:00;2022-06-22;04:30;28;Normandie;;;;;;2197;Consolidé;;non
2022-06-22T06:00:00+02:00;2022-06-22;06:00;28;Normandie;3508;Redressé;;;3508;2260;Consolidé;5768;non
2022-06-22T08:30:00+02:00;2022-06-22;08:30;28;Normandie;;;;;;2723;Consolidé;;non
2022-06-22T09:00:00+02:00;2022-06-22;09:00;28;Normandie;3527;Redressé;;;3527;2739;Consolidé;6266;non
2022-06-22T11:30:00+02:00;2022-06-22;11:30;28;Normandie;;;;;;2921;Consolidé;;non
2022-06-22T12:00:00+02:00;2022-06-22;12:00;28;Normandie;3382;Redressé;;;3382;2911;Consolidé;6293;non
2022-06-22T19:00:00+02:00;2022-06-22;19:00;28;Normandie;3487;Redressé;;;3487;2701;Consolidé;6188;non
2022-06-22T20:30:00+02:00;2022-06-22;20:30;28;Normandie;;;;;;2577;Consolidé;;non
2022-06-23T00:00:00+02:00;2022-06-23;00:00;28;Normandie;3359;Redressé;;;3359;2506;Consolidé;5865;non
2022-06-23T01:00:00+02:00;2022-06-23;01:00;28;Normandie;3130;Redressé;;;3130;2456;Consolidé;5586;non
2022-06-23T04:00:00+02:00;2022-06-23;04:00;28;Normandie;3229;Redressé;;;3229;2162;Consolidé;5391;non
2022-06-23T08:00:00+02:00;2022-06-23;08:00;28;Normandie;3477;Redressé;;;3477;2733;Consolidé;6210;non
2022-06-23T11:00:00+02:00;2022-06-23;11:00;28;Normandie;3428;Redressé;;;3428;2848;Consolidé;6276;non
2022-06-24T00:30:00+02:00;2022-06-24;00:30;28;Normandie;;;;;;2317;Consolidé;;non
2022-06-24T01:00:00+02:00;2022-06-24;01:00;28;Normandie;2936;Redressé;;;2936;2462;Consolidé;5398;non
2022-06-24T01:30:00+02:00;2022-06-24;01:30;28;Normandie;;;;;;2212;Consolidé;;non
2022-06-24T02:00:00+02:00;2022-06-24;02:00;28;Normandie;2918;Redressé;;;2918;2268;Consolidé;5186;non
2022-06-24T02:30:00+02:00;2022-06-24;02:30;28;Normandie;;;;;;2100;Consolidé;;non
2022-06-24T03:30:00+02:00;2022-06-24;03:30;28;Normandie;;;;;;2040;Consolidé;;non
2022-06-24T05:00:00+02:00;2022-06-24;05:00;28;Normandie;2951;Redressé;;;2951;2390;Consolidé;5341;non
2022-06-24T07:30:00+02:00;2022-06-24;07:30;28;Normandie;;;;;;2541;Consolidé;;non
2022-06-24T08:30:00+02:00;2022-06-24;08:30;28;Normandie;;;;;;2715;Consolidé;;non
2022-06-24T10:00:00+02:00;2022-06-24;10:00;28;Normandie;3448;Redressé;;;3448;2804;Consolidé;6252;non
2022-06-24T12:30:00+02:00;2022-06-24;12:30;28;Normandie;;;;;;2837;Consolidé;;non
2022-06-24T14:00:00+02:00;2022-06-24;14:00;28;Normandie;3320;Redressé;;;3320;2688;Consolidé;6008;non
2022-06-24T16:00:00+02:00;2022-06-24;16:00;28;Normandie;3219;Redressé;;;3219;2580;Consolidé;5799;non
2022-06-24T20:30:00+02:00;2022-06-24;20:30;28;Normandie;;;;;;2520;Consolidé;;non
2022-06-24T21:30:00+02:00;2022-06-24;21:30;28;Normandie;;;;;;2658;Consolidé;;non
2022-06-25T07:00:00+02:00;2022-06-25;07:00;28;Normandie;2980;Redressé;;;2980;2082;Consolidé;5062;non
2022-06-25T08:00:00+02:00;2022-06-25;08:00;28;Normandie;3015;Redressé;;;3015;2172;Consolidé;5187;non
2022-06-25T12:00:00+02:00;2022-06-25;12:00;28;Normandie;3073;Redressé;;;3073;2498;Consolidé;5571;non
2022-06-25T15:00:00+02:00;2022-06-25;15:00;28;Normandie;2905;Redressé;;;2905;2205;Consolidé;5110;non
2022-06-25T16:30:00+02:00;2022-06-25;16:30;28;Normandie;;;;;;2257;Consolidé;;non
2022-06-25T21:30:00+02:00;2022-06-25;21:30;28;Normandie;;;;;;2382;Consolidé;;non
2022-06-25T23:00:00+02:00;2022-06-25;23:00;28;Normandie;2881;Redressé;;;2881;2521;Consolidé;5402;non
2022-06-26T01:30:00+02:00;2022-06-26;01:30;28;Normandie;;;;;;2016;Consolidé;;non
2022-06-26T04:00:00+02:00;2022-06-26;04:00;28;Normandie;2935;Redressé;;;2935;1948;Consolidé;4883;non
2022-06-26T11:30:00+02:00;2022-06-26;11:30;28;Normandie;;;;;;2357;Consolidé;;non
2022-06-26T12:00:00+02:00;2022-06-26;12:00;28;Normandie;2971;Redressé;;;2971;2446;Consolidé;5417;non
2022-06-26T15:00:00+02:00;2022-06-26;15:00;28;Normandie;2845;Redressé;;;2845;2096;Consolidé;4941;non
2022-06-26T16:00:00+02:00;2022-06-26;16:00;28;Normandie;2825;Redressé;;;2825;1900;Consolidé;4725;non
2022-06-26T20:00:00+02:00;2022-06-26;20:00;28;Normandie;3045;Redressé;;;3045;2206;Consolidé;5251;non
2022-06-26T21:00:00+02:00;2022-06-26;21:00;28;Normandie;2887;Redressé;;;2887;2310;Consolidé;5197;non
2022-06-26T22:30:00+02:00;2022-06-26;22:30;28;Normandie;;;;;;2637;Consolidé;;non
2022-06-27T01:30:00+02:00;2022-06-27;01:30;28;Normandie;;;;;;1979;Consolidé;;non
2022-06-27T10:00:00+02:00;2022-06-27;10:00;28;Normandie;3393;Redressé;;;3393;2732;Consolidé;6125;non
2022-06-27T12:30:00+02:00;2022-06-27;12:30;28;Normandie;;;;;;2798;Consolidé;;non
2022-06-27T16:00:00+02:00;2022-06-27;16:00;28;Normandie;3188;Redressé;;;3188;2553;Consolidé;5741;non
2022-06-27T17:00:00+02:00;2022-06-27;17:00;28;Normandie;3169;Redressé;;;3169;2539;Consolidé;5708;non
2022-06-27T17:30:00+02:00;2022-06-27;17:30;28;Normandie;;;;;;2627;Consolidé;;non
2022-06-27T19:30:00+02:00;2022-06-27;19:30;28;Normandie;;;;;;2660;Consolidé;;non
2022-06-27T21:00:00+02:00;2022-06-27;21:00;28;Normandie;3158;Redressé;;;3158;2603;Consolidé;5761;non
2022-06-27T23:30:00+02:00;2022-06-27;23:30;28;Normandie;;;;;;2474;Consolidé;;non
2022-06-28T00:00:00+02:00;2022-06-28;00:00;28;Normandie;3087;Redressé;;;3087;2510;Consolidé;5597;non
2022-06-28T00:30:00+02:00;2022-06-28;00:30;28;Normandie;;;;;;2329;Consolidé;;non
2022-06-28T01:30:00+02:00;2022-06-28;01:30;28;Normandie;;;;;;2214;Consolidé;;non
2022-06-28T03:30:00+02:00;2022-06-28;03:30;28;Normandie;;;;;;2110;Consolidé;;non
2022-06-28T04:30:00+02:00;2022-06-28;04:30;28;Normandie;;;;;;2280;Consolidé;;non
2022-06-28T07:00:00+02:00;2022-06-28;07:00;28;Normandie;3586;Redressé;;;3586;2716;Consolidé;6302;non
2022-06-28T10:00:00+02:00;2022-06-28;10:00;28;Normandie;3369;Redressé;;;3369;2767;Consolidé;6136;non
2022-06-28T13:00:00+02:00;2022-06-28;13:00;28;Normandie;3362;Redressé;;;3362;2828;Consolidé;6190;non
2022-09-06T00:30:00+02:00;2022-09-06;00:30;28;Normandie;;;;;;2242;Consolidé;;non
2022-09-06T02:30:00+02:00;2022-09-06;02:30;28;Normandie;;;;;;2195;Consolidé;;non
2022-09-06T08:00:00+02:00;2022-09-06;08:00;28;Normandie;3603;Redressé;;;3603;2702;Consolidé;6305;non
2022-09-06T08:30:00+02:00;2022-09-06;08:30;28;Normandie;;;;;;2753;Consolidé;;non
2022-09-06T09:00:00+02:00;2022-09-06;09:00;28;Normandie;3540;Redressé;;;3540;2753;Consolidé;6293;non
2022-09-06T10:30:00+02:00;2022-09-06;10:30;28;Normandie;;;;;;2795;Consolidé;;non
2022-09-06T11:00:00+02:00;2022-09-06;11:00;28;Normandie;3509;Redressé;;;3509;2862;Consolidé;6371;non
2022-09-06T20:00:00+02:00;2022-09-06;20:00;28;Normandie;3559;Redressé;;;3559;2592;Consolidé;6151;non
2022-09-07T01:00:00+02:00;2022-09-07;01:00;28;Normandie;3125;Redressé;;;3125;2343;Consolidé;5468;non
2022-09-07T02:30:00+02:00;2022-09-07;02:30;28;Normandie;;;;;;2071;Consolidé;;non
2022-09-07T08:00:00+02:00;2022-09-07;08:00;28;Normandie;3688;Redressé;;;3688;2692;Consolidé;6380;non
2022-09-07T08:30:00+02:00;2022-09-07;08:30;28;Normandie;;;;;;2701;Consolidé;;non
2022-09-07T11:00:00+02:00;2022-09-07;11:00;28;Normandie;3673;Redressé;;;3673;2856;Consolidé;6529;non
2022-09-07T12:30:00+02:00;2022-09-07;12:30;28;Normandie;;;;;;2844;Consolidé;;non
2022-09-07T15:00:00+02:00;2022-09-07;15:00;28;Normandie;3483;Redressé;;;3483;2673;Consolidé;6156;non
2022-09-08T06:00:00+02:00;2022-09-08;06:00;28;Normandie;3400;Redressé;;;3400;2487;Consolidé;5887;non
2022-09-08T07:00:00+02:00;2022-09-08;07:00;28;Normandie;3566;Redressé;;;3566;2601;Consolidé;6167;non
2022-09-08T07:30:00+02:00;2022-09-08;07:30;28;Normandie;;;;;;2721;Consolidé;;non
2022-09-08T10:30:00+02:00;2022-09-08;10:30;28;Normandie;;;;;;2585;Consolidé;;non
2022-09-08T11:30:00+02:00;2022-09-08;11:30;28;Normandie;;;;;;2952;Consolidé;;non
2022-09-08T12:30:00+02:00;2022-09-08;12:30;28;Normandie;;;;;;2995;Consolidé;;non
2022-09-08T14:00:00+02:00;2022-09-08;14:00;28;Normandie;3448;Redressé;;;3448;2767;Consolidé;6215;non
2022-09-08T15:30:00+02:00;2022-09-08;15:30;28;Normandie;;;;;;2485;Consolidé;;non
2022-09-08T16:00:00+02:00;2022-09-08;16:00;28;Normandie;3501;Redressé;;;3501;2599;Consolidé;6100;non
2022-09-08T17:00:00+02:00;2022-09-08;17:00;28;Normandie;3507;Redressé;;;3507;2583;Consolidé;6090;non
2022-09-08T23:00:00+02:00;2022-09-08;23:00;28;Normandie;3235;Redressé;;;3235;2641;Consolidé;5876;non
2022-09-09T01:00:00+02:00;2022-09-09;01:00;28;Normandie;3214;Redressé;;;3214;2348;Consolidé;5562;non
2022-09-09T03:00:00+02:00;2022-09-09;03:00;28;Normandie;3217;Redressé;;;3217;2157;Consolidé;5374;non
2022-09-09T04:00:00+02:00;2022-09-09;04:00;28;Normandie;3168;Redressé;;;3168;2136;Consolidé;5304;non
2022-09-09T05:00:00+02:00;2022-09-09;05:00;28;Normandie;3164;Redressé;;;3164;2182;Consolidé;5346;non
2022-09-09T05:30:00+02:00;2022-09-09;05:30;28;Normandie;;;;;;2393;Consolidé;;non
2022-09-09T08:30:00+02:00;2022-09-09;08:30;28;Normandie;;;;;;2553;Consolidé;;non
2022-09-09T14:00:00+02:00;2022-09-09;14:00;28;Normandie;3356;Redressé;;;3356;2724;Consolidé;6080;non
2022-09-09T15:30:00+02:00;2022-09-09;15:30;28;Normandie;;;;;;2490;Consolidé;;non
2022-09-09T17:00:00+02:00;2022-09-09;17:00;28;Normandie;3324;Redressé;;;3324;2514;Consolidé;5838;non
2022-09-09T20:00:00+02:00;2022-09-09;20:00;28;Normandie;3347;Redressé;;;3347;2606;Consolidé;5953;non
2022-09-09T20:30:00+02:00;2022-09-09;20:30;28;Normandie;;;;;;2639;Consolidé;;non
2022-09-09T21:00:00+02:00;2022-09-09;21:00;28;Normandie;3263;Redressé;;;3263;2638;Consolidé;5901;non
2022-09-09T23:30:00+02:00;2022-09-09;23:30;28;Normandie;;;;;;2563;Consolidé;;non
2022-09-10T00:00:00+02:00;2022-09-10;00:00;28;Normandie;3063;Redressé;;;3063;2454;Consolidé;5517;non
2022-09-10T01:30:00+02:00;2022-09-10;01:30;28;Normandie;;;;;;2111;Consolidé;;non
2022-09-10T06:00:00+02:00;2022-09-10;06:00;28;Normandie;3159;Redressé;;;3159;2011;Consolidé;5170;non
2022-09-10T08:30:00+02:00;2022-09-10;08:30;28;Normandie;;;;;;2642;Consolidé;;non
2022-09-10T10:00:00+02:00;2022-09-10;10:00;28;Normandie;3284;Redressé;;;3284;2423;Consolidé;5707;non
2022-09-10T10:30:00+02:00;2022-09-10;10:30;28;Normandie;;;;;;2516;Consolidé;;non
2022-09-10T12:00:00+02:00;2022-09-10;12:00;28;Normandie;3221;Redressé;;;3221;2583;Consolidé;5804;non
2022-09-10T14:00:00+02:00;2022-09-10;14:00;28;Normandie;3151;Redressé;;;3151;2298;Consolidé;5449;non
2022-09-10T14:30:00+02:00;2022-09-10;14:30;28;Normandie;;;;;;2200;Consolidé;;non
2022-09-10T21:00:00+02:00;2022-09-10;21:00;28;Normandie;3079;Redressé;;;3079;2524;Consolidé;5603;non
2022-09-11T11:00:00+02:00;2022-09-11;11:00;28;Normandie;3182;Redressé;;;3182;2307;Consolidé;5489;non
2022-09-11T12:30:00+02:00;2022-09-11;12:30;28;Normandie;;;;;;2492;Consolidé;;non
2022-09-11T19:00:00+02:00;2022-09-11;19:00;28;Normandie;3170;Redressé;;;3170;2369;Consolidé;5539;non
2022-09-11T20:30:00+02:00;2022-09-11;20:30;28;Normandie;;;;;;2407;Consolidé;;non
2022-09-11T22:00:00+02:00;2022-09-11;22:00;28;Normandie;3071;Redressé;;;3071;2524;Consolidé;5595;non
2022-09-11T23:00:00+02:00;2022-09-11;23:00;28;Normandie;3089;Redressé;;;3089;2485;Consolidé;5574;non
2022-09-12T01:00:00+02:00;2022-09-12;01:00;28;Normandie;3057;Redressé;;;3057;2276;Consolidé;5333;non
2022-09-12T03:00:00+02:00;2022-09-12;03:00;28;Normandie;3068;Redressé;;;3068;2000;Consolidé;5068;non
2022-09-12T10:30:00+02:00;2022-09-12;10:30;28;Normandie;;;;;;2654;Consolidé;;non
2022-09-12T14:00:00+02:00;2022-09-12;14:00;28;Normandie;3003;Redressé;;;3003;2718;Consolidé;5721;non
2022-09-12T19:30:00+02:00;2022-09-12;19:30;28;Normandie;;;;;;2498;Consolidé;;non
