Date - Heure;Date;Heure;Code INSEE région;Région;Consommation brute gaz (MW PCS 0°C) - NaTran;Statut - NaTran;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW);flag_ignore
2020-03-06T17:30:00+01:00;2020-03-06;17:30;76;Occitanie;;;;;;5253;Consolidé;;non
2020-03-06T18:00:00+01:00;2020-03-06;18:00;76;Occitanie;1203;Définitif;3108;Définitif;4311;5400;Consolidé;9711;non
2020-03-06T19:00:00+01:00;2020-03-06;19:00;76;Occitanie;1255;Définitif;3135;Définitif;4390;6047;Consolidé;10437;non
2020-03-06T22:30:00+01:00;2020-03-06;22:30;76;Occitanie;;;;;;5426;Consolidé;;non
2020-03-07T04:30:00+01:00;2020-03-07;04:30;76;Occitanie;;;;;;4637;Consolidé;;non
2020-03-07T05:00:00+01:00;2020-03-07;05:00;76;Occitanie;959;Définitif;2639;Définitif;3598;4611;Consolidé;8209;non
2020-03-07T05:30:00+01:00;2020-03-07;05:30;76;Occitanie;;;;;;4678;Consolidé;;non
2020-03-07T09:00:00+01:00;2020-03-07;09:00;76;Occitanie;1157;Définitif;3081;Définitif;4238;5315;Consolidé;9553;non
2020-03-07T10:00:00+01:00;2020-03-07;10:00;76;Occitanie;1069;Définitif;2875;Définitif;3944;5351;Consolidé;9295;non
2020-03-07T15:00:00+01:00;2020-03-07;15:00;76;Occitanie;779;Définitif;2168;Définitif;2947;4832;Consolidé;7779;non
2020-03-07T17:30:00+01:00;2020-03-07;17:30;76;Occitanie;;;;;;4623;Consolidé;;non
2020-03-07T21:00:00+01:00;2020-03-07;21:00;76;Occitanie;1002;Définitif;2372;Définitif;3374;5229;Consolidé;8603;non
2020-03-01T16:30:00+01:00;2020-03-01;16:30;76;Occitanie;;;;;;3802;Consolidé;;non
2020-03-01T17:30:00+01:00;2020-03-01;17:30;76;Occitanie;;;;;;3821;Consolidé;;non
2020-03-01T19:00:00+01:00;2020-03-01;19:00;76;Occitanie;1020;Définitif;2128;Définitif;3148;4754;Consolidé;7902;non
2020-03-02T02:30:00+01:00;2020-03-02;02:30;76;Occitanie;;;;;;4261;Consolidé;;non
2020-03-02T07:30:00+01:00;2020-03-02;07:30;76;Occitanie;;;;;;4901;Consolidé;;non
2020-03-02T10:00:00+01:00;2020-03-02;10:00;76;Occitanie;1060;Définitif;2789;Définitif;3849;5268;Consolidé;9117;non
2020-03-02T14:30:00+01:00;2020-03-02;14:30;76;Occitanie;;;;;;5291;Consolidé;;non
2020-03-02T16:00:00+01:00;2020-03-02;16:00;76;Occitanie;1022;Définitif;2717;Définitif;3739;5083;Consolidé;8822;non
2020-03-03T05:30:00+01:00;2020-03-03;05:30;76;Occitanie;;;;;;4731;Consolidé;;non
2020-03-03T11:00:00+01:00;2020-03-03;11:00;76;Occitanie;1223;Définitif;3125;Définitif;4348;5741;Consolidé;10089;non
2020-03-03T11:30:00+01:00;2020-03-03;11:30;76;Occitanie;;;;;;5776;Consolidé;;non
2020-03-03T14:00:00+01:00;2020-03-03;14:00;76;Occitanie;1108;Définitif;3030;Définitif;4138;5972;Consolidé;10110;non
2020-03-03T14:30:00+01:00;2020-03-03;14:30;76;Occitanie;;;;;;5882;Consolidé;;non
2020-03-03T15:30:00+01:00;2020-03-03;15:30;76;Occitanie;;;;;;5740;Consolidé;;non
2020-03-03T16:00:00+01:00;2020-03-03;16:00;76;Occitanie;1182;Définitif;3114;Définitif;4296;5680;Consolidé;9976;non
2020-03-03T18:00:00+01:00;2020-03-03;18:00;76;Occitanie;1303;Définitif;3154;Définitif;4457;5681;Consolidé;10138;non
2020-03-03T20:30:00+01:00;2020-03-03;20:30;76;Occitanie;;;;;;5958;Consolidé;;non
2020-03-03T21:30:00+01:00;2020-03-03;21:30;76;Occitanie;;;;;;5581;Consolidé;;non
2020-03-07T23:30:00+01:00;2020-03-07;23:30;76;Occitanie;;;;;;5242;Consolidé;;non
2020-03-08T04:00:00+01:00;2020-03-08;04:00;76;Occitanie;800;Définitif;2046;Définitif;2846;4430;Consolidé;7276;non
2020-03-08T10:30:00+01:00;2020-03-08;10:30;76;Occitanie;;;;;;4806;Consolidé;;non
2020-03-08T15:30:00+01:00;2020-03-08;15:30;76;Occitanie;;;;;;3978;Consolidé;;non
2020-03-08T17:00:00+01:00;2020-03-08;17:00;76;Occitanie;805;Définitif;1952;Définitif;2757;3918;Consolidé;6675;non
2020-03-08T20:00:00+01:00;2020-03-08;20:00;76;Occitanie;933;Définitif;2178;Définitif;3111;5073;Consolidé;8184;non
2020-03-08T20:30:00+01:00;2020-03-08;20:30;76;Occitanie;;;;;;4955;Consolidé;;non
2020-03-08T22:00:00+01:00;2020-03-08;22:00;76;Occitanie;761;Définitif;1844;Définitif;2605;4497;Consolidé;7102;non
2020-03-09T00:00:00+01:00;2020-03-09;00:00;76;Occitanie;794;Définitif;1646;Définitif;2440;4896;Consolidé;7336;non
2020-03-09T01:00:00+01:00;2020-03-09;01:00;76;Occitanie;784;Définitif;1714;Définitif;2498;4475;Consolidé;6973;non
2020-03-09T02:00:00+01:00;2020-03-09;02:00;76;Occitanie;794;Définitif;1776;Définitif;2570;4432;Consolidé;7002;non
2020-03-09T04:30:00+01:00;2020-03-09;04:30;76;Occitanie;;;;;;4114;Consolidé;;non
2020-03-09T07:30:00+01:00;2020-03-09;07:30;76;Occitanie;;;;;;5223;Consolidé;;non
2020-03-09T08:30:00+01:00;2020-03-09;08:30;76;Occitanie;;;;;;5315;Consolidé;;non
2020-03-09T10:00:00+01:00;2020-03-09;10:00;76;Occitanie;1020;Définitif;2808;Définitif;3828;5332;Consolidé;9160;non
2020-03-09T13:30:00+01:00;2020-03-09;13:30;76;Occitanie;;;;;;5358;Consolidé;;non
2020-03-09T14:00:00+01:00;2020-03-09;14:00;76;Occitanie;822;Définitif;2304;Définitif;3126;5244;Consolidé;8370;non
2020-03-09T17:00:00+01:00;2020-03-09;17:00;76;Occitanie;925;Définitif;2654;Définitif;3579;4815;Consolidé;8394;non
2020-03-09T18:30:00+01:00;2020-03-09;18:30;76;Occitanie;;;;;;5244;Consolidé;;non
2020-03-09T19:00:00+01:00;2020-03-09;19:00;76;Occitanie;1102;Définitif;2713;Définitif;3815;5657;Consolidé;9472;non
2020-03-09T20:30:00+01:00;2020-03-09;20:30;76;Occitanie;;;;;;5447;Consolidé;;non
2020-03-09T22:00:00+01:00;2020-03-09;22:00;76;Occitanie;946;Définitif;2181;Définitif;3127;4958;Consolidé;8085;non
2020-03-04T04:00:00+01:00;2020-03-04;04:00;76;Occitanie;852;Définitif;2414;Définitif;3266;4741;Consolidé;8007;non
2020-03-04T07:30:00+01:00;2020-03-04;07:30;76;Occitanie;;;;;;5739;Consolidé;;non
2020-03-04T16:30:00+01:00;2020-03-04;16:30;76;Occitanie;;;;;;5338;Consolidé;;non
2020-03-04T19:30:00+01:00;2020-03-04;19:30;76;Occitanie;;;;;;6068;Consolidé;;non
2020-03-04T20:30:00+01:00;2020-03-04;20:30;76;Occitanie;;;;;;5626;Consolidé;;non
2020-03-04T21:00:00+01:00;2020-03-04;21:00;76;Occitanie;1044;Définitif;2308;Définitif;3352;5436;Consolidé;8788;non
2020-03-04T22:30:00+01:00;2020-03-04;22:30;76;Occitanie;;;;;;5053;Consolidé;;non
2020-03-04T23:30:00+01:00;2020-03-04;23:30;76;Occitanie;;;;;;5148;Consolidé;;non
2020-03-05T00:00:00+01:00;2020-03-05;00:00;76;Occitanie;856;Définitif;1707;Définitif;2563;5246;Consolidé;7809;non
2020-03-05T05:00:00+01:00;2020-03-05;05:00;76;Occitanie;1130;Définitif;2332;Définitif;3462;4242;Consolidé;7704;non
2020-03-05T12:00:00+01:00;2020-03-05;12:00;76;Occitanie;1189;Définitif;2580;Définitif;3769;5656;Consolidé;9425;non
2020-03-05T14:30:00+01:00;2020-03-05;14:30;76;Occitanie;;;;;;5671;Consolidé;;non
2020-03-05T16:30:00+01:00;2020-03-05;16:30;76;Occitanie;;;;;;5345;Consolidé;;non
2020-03-05T17:30:00+01:00;2020-03-05;17:30;76;Occitanie;;;;;;5329;Consolidé;;non
2020-03-06T01:00:00+01:00;2020-03-06;01:00;76;Occitanie;832;Définitif;2003;Définitif;2835;5003;Consolidé;7838;non
2020-03-06T01:30:00+01:00;2020-03-06;01:30;76;Occitanie;;;;;;4980;Consolidé;;non
2020-03-06T03:30:00+01:00;2020-03-06;03:30;76;Occitanie;;;;;;4757;Consolidé;;non
2020-03-06T09:30:00+01:00;2020-03-06;09:30;76;Occitanie;;;;;;5835;Consolidé;;non
2020-03-06T10:30:00+01:00;2020-03-06;10:30;76;Occitanie;;;;;;5829;Consolidé;;non
2020-03-09T22:30:00+01:00;2020-03-09;22:30;76;Occitanie;;;;;;4992;Consolidé;;non
2020-03-09T23:00:00+01:00;2020-03-09;23:00;76;Occitanie;839;Définitif;1927;Définitif;2766;5333;Consolidé;8099;non
2020-03-10T06:30:00+01:00;2020-03-10;06:30;76;Occitanie;;;;;;4963;Consolidé;;non
2020-03-10T08:00:00+01:00;2020-03-10;08:00;76;Occitanie;1306;Définitif;3082;Définitif;4388;5357;Consolidé;9745;non
2020-02-29T19:30:00+01:00;2020-02-29;19:30;76;Occitanie;;;;;;4976;Consolidé;;non
2020-02-29T23:30:00+01:00;2020-02-29;23:30;76;Occitanie;;;;;;4698;Consolidé;;non
2020-03-01T00:00:00+01:00;2020-03-01;00:00;76;Occitanie;722;Définitif;1615;Définitif;2337;4851;Consolidé;7188;non
2020-01-18T10:30:00+01:00;2020-01-18;10:30;76;Occitanie;;;;;;5835;Consolidé;;non
2020-01-18T11:30:00+01:00;2020-01-18;11:30;76;Occitanie;;;;;;5693;Consolidé;;non
2020-01-18T15:00:00+01:00;2020-01-18;15:00;76;Occitanie;1010;Définitif;2334;Définitif;3344;4990;Consolidé;8334;non
2020-01-18T15:30:00+01:00;2020-01-18;15:30;76;Occitanie;;;;;;4902;Consolidé;;non
2020-01-18T23:30:00+01:00;2020-01-18;23:30;76;Occitanie;;;;;;5542;Consolidé;;non
2020-01-19T02:30:00+01:00;2020-01-19;02:30;76;Occitanie;;;;;;5099;Consolidé;;non
2020-01-19T03:00:00+01:00;2020-01-19;03:00;76;Occitanie;1164;Définitif;2113;Définitif;3277;5034;Consolidé;8311;non
2020-01-19T16:30:00+01:00;2020-01-19;16:30;76;Occitanie;;;;;;4926;Consolidé;;non
2020-01-19T17:30:00+01:00;2020-01-19;17:30;76;Occitanie;;;;;;5159;Consolidé;;non
2020-01-19T18:00:00+01:00;2020-01-19;18:00;76;Occitanie;1488;Définitif;3106;Définitif;4594;5536;Consolidé;10130;non
2020-01-24T19:30:00+01:00;2020-01-24;19:30;76;Occitanie;;;;;;5897;Consolidé;;non
2020-01-24T20:00:00+01:00;2020-01-24;20:00;76;Occitanie;1188;Définitif;2628;Définitif;3816;5805;Consolidé;9621;non
2020-01-24T21:00:00+01:00;2020-01-24;21:00;76;Occitanie;1121;Définitif;2492;Définitif;3613;5474;Consolidé;9087;non
2020-01-25T00:30:00+01:00;2020-01-25;00:30;76;Occitanie;;;;;;5353;Consolidé;;non
2020-01-25T01:30:00+01:00;2020-01-25;01:30;76;Occitanie;;;;;;5046;Consolidé;;non
2020-01-25T02:00:00+01:00;2020-01-25;02:00;76;Occitanie;748;Définitif;2067;Définitif;2815;4985;Consolidé;7800;non
2020-01-25T04:30:00+01:00;2020-01-25;04:30;76;Occitanie;;;;;;4550;Consolidé;;non
2020-01-25T07:00:00+01:00;2020-01-25;07:00;76;Occitanie;1239;Définitif;3080;Définitif;4319;4841;Consolidé;9160;non
2020-01-25T07:30:00+01:00;2020-01-25;07:30;76;Occitanie;;;;;;4997;Consolidé;;non
2020-01-25T09:00:00+01:00;2020-01-25;09:00;76;Occitanie;1246;Définitif;3008;Définitif;4254;5289;Consolidé;9543;non
2020-01-25T09:30:00+01:00;2020-01-25;09:30;76;Occitanie;;;;;;5391;Consolidé;;non
2020-01-25T13:00:00+01:00;2020-01-25;13:00;76;Occitanie;1033;Définitif;2180;Définitif;3213;5539;Consolidé;8752;non
2020-01-25T15:00:00+01:00;2020-01-25;15:00;76;Occitanie;986;Définitif;2147;Définitif;3133;4956;Consolidé;8089;non
2020-01-25T21:30:00+01:00;2020-01-25;21:30;76;Occitanie;;;;;;5100;Consolidé;;non
2020-01-25T22:30:00+01:00;2020-01-25;22:30;76;Occitanie;;;;;;4996;Consolidé;;non
2020-01-26T00:00:00+01:00;2020-01-26;00:00;76;Occitanie;890;Définitif;1872;Définitif;2762;5394;Consolidé;8156;non
2020-01-26T02:00:00+01:00;2020-01-26;02:00;76;Occitanie;948;Définitif;1921;Définitif;2869;4809;Consolidé;7678;non
2020-01-26T05:00:00+01:00;2020-01-26;05:00;76;Occitanie;1225;Définitif;2332;Définitif;3557;4293;Consolidé;7850;non
2020-01-23T04:30:00+01:00;2020-01-23;04:30;76;Occitanie;;;;;;4712;Consolidé;;non
2020-01-23T07:30:00+01:00;2020-01-23;07:30;76;Occitanie;;;;;;5788;Consolidé;;non
2020-01-23T20:30:00+01:00;2020-01-23;20:30;76;Occitanie;;;;;;5765;Consolidé;;non
2020-01-23T21:00:00+01:00;2020-01-23;21:00;76;Occitanie;1161;Définitif;2463;Définitif;3624;5563;Consolidé;9187;non
2020-01-24T04:00:00+01:00;2020-01-24;04:00;76;Occitanie;882;Définitif;2240;Définitif;3122;4682;Consolidé;7804;non
2020-01-24T05:00:00+01:00;2020-01-24;05:00;76;Occitanie;972;Définitif;2651;Définitif;3623;4592;Consolidé;8215;non
2020-01-24T08:30:00+01:00;2020-01-24;08:30;76;Occitanie;;;;;;5858;Consolidé;;non
2020-01-24T09:30:00+01:00;2020-01-24;09:30;76;Occitanie;;;;;;5948;Consolidé;;non
2020-01-24T11:30:00+01:00;2020-01-24;11:30;76;Occitanie;;;;;;5831;Consolidé;;non
2020-01-24T17:30:00+01:00;2020-01-24;17:30;76;Occitanie;;;;;;5103;Consolidé;;non
2020-01-20T20:00:00+01:00;2020-01-20;20:00;76;Occitanie;1541;Définitif;3460;Définitif;5001;6912;Consolidé;11913;non
2020-01-20T23:30:00+01:00;2020-01-20;23:30;76;Occitanie;;;;;;6189;Consolidé;;non
2020-01-21T00:00:00+01:00;2020-01-21;00:00;76;Occitanie;1088;Définitif;2571;Définitif;3659;6293;Consolidé;9952;non
2020-01-21T02:30:00+01:00;2020-01-21;02:30;76;Occitanie;;;;;;5712;Consolidé;;non
2020-01-21T06:30:00+01:00;2020-01-21;06:30;76;Occitanie;;;;;;6085;Consolidé;;non
2020-01-21T07:00:00+01:00;2020-01-21;07:00;76;Occitanie;1847;Définitif;4227;Définitif;6074;6361;Consolidé;12435;non
2020-01-21T10:30:00+01:00;2020-01-21;10:30;76;Occitanie;;;;;;6841;Consolidé;;non
2020-01-21T11:30:00+01:00;2020-01-21;11:30;76;Occitanie;;;;;;6834;Consolidé;;non
2020-01-21T14:00:00+01:00;2020-01-21;14:00;76;Occitanie;1555;Définitif;3314;Définitif;4869;6798;Consolidé;11667;non
2020-01-21T17:30:00+01:00;2020-01-21;17:30;76;Occitanie;;;;;;6267;Consolidé;;non
2020-01-21T21:00:00+01:00;2020-01-21;21:00;76;Occitanie;1422;Définitif;2934;Définitif;4356;6178;Consolidé;10534;non
2020-01-21T21:30:00+01:00;2020-01-21;21:30;76;Occitanie;;;;;;5975;Consolidé;;non
2020-01-22T01:30:00+01:00;2020-01-22;01:30;76;Occitanie;;;;;;5470;Consolidé;;non
2020-01-22T04:30:00+01:00;2020-01-22;04:30;76;Occitanie;;;;;;4985;Consolidé;;non
2020-01-22T06:30:00+01:00;2020-01-22;06:30;76;Occitanie;;;;;;5592;Consolidé;;non
2020-01-19T20:30:00+01:00;2020-01-19;20:30;76;Occitanie;;;;;;6044;Consolidé;;non
2020-01-19T21:30:00+01:00;2020-01-19;21:30;76;Occitanie;;;;;;5853;Consolidé;;non
2020-01-19T23:00:00+01:00;2020-01-19;23:00;76;Occitanie;1104;Définitif;2457;Définitif;3561;6126;Consolidé;9687;non
2020-01-20T00:00:00+01:00;2020-01-20;00:00;76;Occitanie;1104;Définitif;2457;Définitif;3561;6056;Consolidé;9617;non
2020-01-20T14:00:00+01:00;2020-01-20;14:00;76;Occitanie;1571;Définitif;3468;Définitif;5039;6762;Consolidé;11801;non
2020-01-20T17:00:00+01:00;2020-01-20;17:00;76;Occitanie;1639;Définitif;3678;Définitif;5317;6313;Consolidé;11630;non
2020-01-20T18:30:00+01:00;2020-01-20;18:30;76;Occitanie;;;;;;6986;Consolidé;;non
2020-01-22T08:30:00+01:00;2020-01-22;08:30;76;Occitanie;;;;;;6262;Consolidé;;non
2020-01-22T11:00:00+01:00;2020-01-22;11:00;76;Occitanie;1633;Définitif;3317;Définitif;4950;6426;Consolidé;11376;non
2020-01-22T12:30:00+01:00;2020-01-22;12:30;76;Occitanie;;;;;;6533;Consolidé;;non
2020-01-22T13:30:00+01:00;2020-01-22;13:30;76;Occitanie;;;;;;6500;Consolidé;;non
2020-01-22T17:30:00+01:00;2020-01-22;17:30;76;Occitanie;;;;;;6002;Consolidé;;non
2020-02-27T05:30:00+01:00;2020-02-27;05:30;76;Occitanie;;;;;;4578;Consolidé;;non
2020-02-27T11:30:00+01:00;2020-02-27;11:30;76;Occitanie;;;;;;5894;Consolidé;;non
2020-02-27T14:00:00+01:00;2020-02-27;14:00;76;Occitanie;1114;Définitif;2546;Définitif;3660;5736;Consolidé;9396;non
2020-02-27T15:30:00+01:00;2020-02-27;15:30;76;Occitanie;;;;;;5268;Consolidé;;non
2020-02-27T18:00:00+01:00;2020-02-27;18:00;76;Occitanie;1165;Définitif;2732;Définitif;3897;5183;Consolidé;9080;non
2020-02-27T21:30:00+01:00;2020-02-27;21:30;76;Occitanie;;;;;;5132;Consolidé;;non
2020-02-27T22:00:00+01:00;2020-02-27;22:00;76;Occitanie;985;Définitif;2124;Définitif;3109;4945;Consolidé;8054;non
2020-02-27T23:00:00+01:00;2020-02-27;23:00;76;Occitanie;860;Définitif;1878;Définitif;2738;5354;Consolidé;8092;non
2020-02-27T23:30:00+01:00;2020-02-27;23:30;76;Occitanie;;;;;;5141;Consolidé;;non
2020-02-28T04:30:00+01:00;2020-02-28;04:30;76;Occitanie;;;;;;4304;Consolidé;;non
2020-02-28T05:30:00+01:00;2020-02-28;05:30;76;Occitanie;;;;;;4423;Consolidé;;non
2020-02-28T09:00:00+01:00;2020-02-28;09:00;76;Occitanie;1315;Définitif;2922;Définitif;4237;5533;Consolidé;9770;non
2020-02-28T14:30:00+01:00;2020-02-28;14:30;76;Occitanie;;;;;;4921;Consolidé;;non
2020-02-28T17:30:00+01:00;2020-02-28;17:30;76;Occitanie;;;;;;4469;Consolidé;;non
2020-02-28T23:30:00+01:00;2020-02-28;23:30;76;Occitanie;;;;;;4936;Consolidé;;non
2020-02-29T01:00:00+01:00;2020-02-29;01:00;76;Occitanie;658;Définitif;1653;Définitif;2311;4509;Consolidé;6820;non
2020-02-29T02:30:00+01:00;2020-02-29;02:30;76;Occitanie;;;;;;4339;Consolidé;;non
2020-02-29T06:00:00+01:00;2020-02-29;06:00;76;Occitanie;1031;Définitif;2541;Définitif;3572;4043;Consolidé;7615;non
2020-02-29T09:30:00+01:00;2020-02-29;09:30;76;Occitanie;;;;;;4710;Consolidé;;non
2020-02-29T10:00:00+01:00;2020-02-29;10:00;76;Occitanie;994;Définitif;2110;Définitif;3104;4692;Consolidé;7796;non
2020-02-29T10:30:00+01:00;2020-02-29;10:30;76;Occitanie;;;;;;4687;Consolidé;;non
2020-02-29T11:30:00+01:00;2020-02-29;11:30;76;Occitanie;;;;;;4693;Consolidé;;non
2020-02-19T16:00:00+01:00;2020-02-19;16:00;76;Occitanie;907;Définitif;2078;Définitif;2985;4734;Consolidé;7719;non
2020-02-19T18:00:00+01:00;2020-02-19;18:00;76;Occitanie;1131;Définitif;2480;Définitif;3611;4740;Consolidé;8351;non
2020-02-19T19:30:00+01:00;2020-02-19;19:30;76;Occitanie;;;;;;5675;Consolidé;;non
2020-02-19T22:30:00+01:00;2020-02-19;22:30;76;Occitanie;;;;;;4951;Consolidé;;non
2020-02-19T23:30:00+01:00;2020-02-19;23:30;76;Occitanie;;;;;;5198;Consolidé;;non
2020-02-20T05:30:00+01:00;2020-02-20;05:30;76;Occitanie;;;;;;4708;Consolidé;;non
2020-02-20T10:30:00+01:00;2020-02-20;10:30;76;Occitanie;;;;;;5449;Consolidé;;non
2020-02-20T22:00:00+01:00;2020-02-20;22:00;76;Occitanie;1001;Définitif;2069;Définitif;3070;4758;Consolidé;7828;non
2020-02-21T00:30:00+01:00;2020-02-21;00:30;76;Occitanie;;;;;;4917;Consolidé;;non
2020-02-21T07:30:00+01:00;2020-02-21;07:30;76;Occitanie;;;;;;5235;Consolidé;;non
2020-02-21T10:00:00+01:00;2020-02-21;10:00;76;Occitanie;1075;Définitif;2787;Définitif;3862;5393;Consolidé;9255;non
2020-02-21T12:00:00+01:00;2020-02-21;12:00;76;Occitanie;930;Définitif;2456;Définitif;3386;5253;Consolidé;8639;non
2020-02-21T16:00:00+01:00;2020-02-21;16:00;76;Occitanie;782;Définitif;2147;Définitif;2929;4499;Consolidé;7428;non
2020-02-21T18:30:00+01:00;2020-02-21;18:30;76;Occitanie;;;;;;4816;Consolidé;;non
2020-02-21T19:00:00+01:00;2020-02-21;19:00;76;Occitanie;1054;Définitif;2524;Définitif;3578;5320;Consolidé;8898;non
2020-02-21T21:00:00+01:00;2020-02-21;21:00;76;Occitanie;984;Définitif;2386;Définitif;3370;5046;Consolidé;8416;non
2020-02-21T22:30:00+01:00;2020-02-21;22:30;76;Occitanie;;;;;;4824;Consolidé;;non
2020-02-22T07:30:00+01:00;2020-02-22;07:30;76;Occitanie;;;;;;4817;Consolidé;;non
2020-02-22T09:30:00+01:00;2020-02-22;09:30;76;Occitanie;;;;;;5047;Consolidé;;non
2020-02-22T11:30:00+01:00;2020-02-22;11:30;76;Occitanie;;;;;;4686;Consolidé;;non
2020-02-22T12:00:00+01:00;2020-02-22;12:00;76;Occitanie;829;Définitif;2062;Définitif;2891;4680;Consolidé;7571;non
2020-02-22T15:30:00+01:00;2020-02-22;15:30;76;Occitanie;;;;;;3950;Consolidé;;non
2020-02-22T18:00:00+01:00;2020-02-22;18:00;76;Occitanie;955;Définitif;2030;Définitif;2985;4015;Consolidé;7000;non
2020-02-22T19:00:00+01:00;2020-02-22;19:00;76;Occitanie;999;Définitif;2187;Définitif;3186;4853;Consolidé;8039;non
2020-02-22T21:30:00+01:00;2020-02-22;21:30;76;Occitanie;;;;;;4681;Consolidé;;non
2020-02-23T00:00:00+01:00;2020-02-23;00:00;76;Occitanie;657;Définitif;1813;Définitif;2470;5060;Consolidé;7530;non
2020-02-23T01:00:00+01:00;2020-02-23;01:00;76;Occitanie;665;Définitif;1816;Définitif;2481;4587;Consolidé;7068;non
2020-02-23T06:00:00+01:00;2020-02-23;06:00;76;Occitanie;1211;Définitif;2886;Définitif;4097;4161;Consolidé;8258;non
2020-02-23T09:00:00+01:00;2020-02-23;09:00;76;Occitanie;1132;Définitif;2693;Définitif;3825;4629;Consolidé;8454;non
2020-02-23T09:30:00+01:00;2020-02-23;09:30;76;Occitanie;;;;;;4626;Consolidé;;non
2020-02-23T12:00:00+01:00;2020-02-23;12:00;76;Occitanie;779;Définitif;1919;Définitif;2698;4464;Consolidé;7162;non
2020-02-23T13:00:00+01:00;2020-02-23;13:00;76;Occitanie;699;Définitif;1701;Définitif;2400;4512;Consolidé;6912;non
2020-02-23T15:30:00+01:00;2020-02-23;15:30;76;Occitanie;;;;;;3597;Consolidé;;non
2020-02-23T17:00:00+01:00;2020-02-23;17:00;76;Occitanie;696;Définitif;1581;Définitif;2277;3369;Consolidé;5646;non
2020-02-23T18:00:00+01:00;2020-02-23;18:00;76;Occitanie;867;Définitif;1949;Définitif;2816;3619;Consolidé;6435;non
2020-02-23T21:30:00+01:00;2020-02-23;21:30;76;Occitanie;;;;;;4453;Consolidé;;non
2020-02-24T04:30:00+01:00;2020-02-24;04:30;76;Occitanie;;;;;;4029;Consolidé;;non
2020-02-24T05:30:00+01:00;2020-02-24;05:30;76;Occitanie;;;;;;4177;Consolidé;;non
2020-02-24T06:00:00+01:00;2020-02-24;06:00;76;Occitanie;1245;Définitif;3522;Définitif;4767;4393;Consolidé;9160;non
2020-02-24T11:00:00+01:00;2020-02-24;11:00;76;Occitanie;797;Définitif;2517;Définitif;3314;5045;Consolidé;8359;non
2020-02-24T11:30:00+01:00;2020-02-24;11:30;76;Occitanie;;;;;;4989;Consolidé;;non
2020-02-24T13:00:00+01:00;2020-02-24;13:00;76;Occitanie;637;Définitif;1964;Définitif;2601;4906;Consolidé;7507;non
2020-02-25T14:00:00+01:00;2020-02-25;14:00;76;Occitanie;845;Définitif;2145;Définitif;2990;5253;Consolidé;8243;non
2020-02-25T18:00:00+01:00;2020-02-25;18:00;76;Occitanie;989;Définitif;2445;Définitif;3434;4766;Consolidé;8200;non
2020-02-25T19:30:00+01:00;2020-02-25;19:30;76;Occitanie;;;;;;5597;Consolidé;;non
2020-02-25T21:00:00+01:00;2020-02-25;21:00;76;Occitanie;934;Définitif;2307;Définitif;3241;5076;Consolidé;8317;non
2020-02-25T23:00:00+01:00;2020-02-25;23:00;76;Occitanie;778;Définitif;1882;Définitif;2660;5108;Consolidé;7768;non
2020-02-26T02:00:00+01:00;2020-02-26;02:00;76;Occitanie;887;Définitif;1867;Définitif;2754;4432;Consolidé;7186;non
2020-02-26T03:30:00+01:00;2020-02-26;03:30;76;Occitanie;;;;;;4269;Consolidé;;non
2020-02-26T09:30:00+01:00;2020-02-26;09:30;76;Occitanie;;;;;;5522;Consolidé;;non
2020-02-26T14:00:00+01:00;2020-02-26;14:00;76;Occitanie;972;Définitif;2652;Définitif;3624;5486;Consolidé;9110;non
2020-02-26T19:30:00+01:00;2020-02-26;19:30;76;Occitanie;;;;;;6045;Consolidé;;non
2020-02-26T22:30:00+01:00;2020-02-26;22:30;76;Occitanie;;;;;;5146;Consolidé;;non
2020-02-24T16:00:00+01:00;2020-02-24;16:00;76;Occitanie;544;Définitif;1634;Définitif;2178;4115;Consolidé;6293;non
2020-02-24T17:30:00+01:00;2020-02-24;17:30;76;Occitanie;;;;;;3975;Consolidé;;non
2020-02-24T21:00:00+01:00;2020-02-24;21:00;76;Occitanie;767;Définitif;2114;Définitif;2881;4698;Consolidé;7579;non
2020-02-25T01:30:00+01:00;2020-02-25;01:30;76;Occitanie;;;;;;4280;Consolidé;;non
2020-02-25T04:30:00+01:00;2020-02-25;04:30;76;Occitanie;;;;;;3929;Consolidé;;non
2020-02-25T05:00:00+01:00;2020-02-25;05:00;76;Occitanie;994;Définitif;2369;Définitif;3363;3938;Consolidé;7301;non
2020-02-25T05:30:00+01:00;2020-02-25;05:30;76;Occitanie;;;;;;4056;Consolidé;;non
2020-02-25T06:00:00+01:00;2020-02-25;06:00;76;Occitanie;1215;Définitif;3183;Définitif;4398;4227;Consolidé;8625;non
2020-02-25T06:30:00+01:00;2020-02-25;06:30;76;Occitanie;;;;;;4628;Consolidé;;non
2020-02-25T09:00:00+01:00;2020-02-25;09:00;76;Occitanie;1096;Définitif;2897;Définitif;3993;5313;Consolidé;9306;non
2020-02-25T11:00:00+01:00;2020-02-25;11:00;76;Occitanie;1008;Définitif;2650;Définitif;3658;5282;Consolidé;8940;non
2020-02-19T05:00:00+01:00;2020-02-19;05:00;76;Occitanie;1147;Définitif;2694;Définitif;3841;4426;Consolidé;8267;non
